"Nikto - v2.5.0/"
"192.168.52.129","192.168.52.129","80","","","","Apache/1.3.28 (Unix) mod_ssl/2.8.15 OpenSSL/0.9.7c"
"192.168.52.129","192.168.52.129","80","CVE-2003-1418","GET","/","Server may leak inodes via ETags, header found with file /, inode: 331, size: 3583, mtime: Sun May 14 14:16:23 2006."
"192.168.52.129","192.168.52.129","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"192.168.52.129","192.168.52.129","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"192.168.52.129","192.168.52.129","80","","GET","/backup/","Directory indexing found."
"192.168.52.129","192.168.52.129","80","https://portswigger.net/kb/issues/00600600_robots-txt-file","GET","/backup/","/robots.txt: Entry '/backup/' is returned a non-forbidden or redirect HTTP code (200)."
"192.168.52.129","192.168.52.129","80","","GET","/supplier/","Directory indexing found."
"192.168.52.129","192.168.52.129","80","https://portswigger.net/kb/issues/00600600_robots-txt-file","GET","/supplier/","/robots.txt: Entry '/supplier/' is returned a non-forbidden or redirect HTTP code (200)."
"192.168.52.129","192.168.52.129","80","https://developer.mozilla.org/en-US/docs/Glossary/Robots.txt","GET","/robots.txt","contains 6 entries which should be manually viewed."
"192.168.52.129","192.168.52.129","80","","GET","/index","Uncommon header 'tcn' found, with contents: list."
"192.168.52.129","192.168.52.129","80","http://www.wisec.it/sectou.php?id=4698ebdc59d15,https://exchange.xforce.ibmcloud.com/vulnerabilities/8275","GET","/index","Apache mod_negotiation is enabled with MultiViews, which allows attackers to easily brute force file names. The following alternatives for 'index' were found: index.html."
"192.168.52.129","192.168.52.129","80","","HEAD","/","OpenSSL/0.9.7c appears to be outdated (current is at least 3.0.7). OpenSSL 1.1.1s is current for the 1.x branch and will be supported until Nov 11 2023."
"192.168.52.129","192.168.52.129","80","","HEAD","/","Apache/1.3.28 appears to be outdated (current is at least Apache/2.4.54). Apache 2.2.34 is the EOL for the 2.x branch."
"192.168.52.129","192.168.52.129","80","","HEAD","/","mod_ssl/2.8.15 appears to be outdated (current is at least 2.9.6) (may depend on server version)."
"192.168.52.129","192.168.52.129","80","CVE-2006-3918","GET","/","Apache is vulnerable to XSS via the Expect header."
"192.168.52.129","192.168.52.129","80","","GET","/","Apache/1.3.28 - Apache 1.3 below 1.3.29 are vulnerable to overflows in mod_rewrite and mod_cgi."
"192.168.52.129","192.168.52.129","80","","OPTIONS","/","OPTIONS: Allowed HTTP Methods: GET, HEAD, OPTIONS, TRACE ."
"192.168.52.129","192.168.52.129","80","https://owasp.org/www-community/attacks/Cross_Site_Tracing","TRACE","/","HTTP TRACE method is active which suggests the host is vulnerable to XST."
"192.168.52.129","192.168.52.129","80","","GET","/backup/","This might be interesting."
"192.168.52.129","192.168.52.129","80","","GET","/cgi-bin/test.cgi","This might be interesting."
"192.168.52.129","192.168.52.129","80","","GET","/icons/","Directory indexing found."
"192.168.52.129","192.168.52.129","80","","GET","/images/","Directory indexing found."
"192.168.52.129","192.168.52.129","80","","GET","/#wp-config.php#","#wp-config.php# file found. This file contains the credentials."
"hackthissite.org","137.74.187.103","80","","","",""
"hackthissite.org","137.74.187.103","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"hackthissite.org","137.74.187.103","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"hackthissite.org","137.74.187.103","80","https://portswigger.net/kb/issues/00600600_robots-txt-file","GET","/scanbot","/robots.txt: Entry '/scanbot /' is returned a non-forbidden or redirect HTTP code (503)."
"hackthissite.org","137.74.187.103","80","https://portswigger.net/kb/issues/00600600_robots-txt-file","GET","/","/robots.txt: Entry '/scanbot /' is returned a non-forbidden or redirect HTTP code (503)."
